CPM,Time Tags
136,"['2023-03-17 16:08:06.305833', '2023-03-17 16:08:06.306299', '2023-03-17 16:08:06.307798', '2023-03-17 16:08:06.323273', '2023-03-17 16:08:06.329941', '2023-03-17 16:08:06.331459', '2023-03-17 16:08:06.333778', '2023-03-17 16:08:06.334395', '2023-03-17 16:08:06.336536', '2023-03-17 16:08:06.336922', '2023-03-17 16:08:06.337471', '2023-03-17 16:08:06.339983', '2023-03-17 16:08:06.342159', '2023-03-17 16:08:06.342348', '2023-03-17 16:08:06.343410', '2023-03-17 16:08:06.357195', '2023-03-17 16:08:06.360865', '2023-03-17 16:08:06.361599', '2023-03-17 16:08:06.362037', '2023-03-17 16:08:06.362480', '2023-03-17 16:08:06.363056', '2023-03-17 16:08:06.363619', '2023-03-17 16:08:06.364119', '2023-03-17 16:08:06.364480', '2023-03-17 16:08:06.365145', '2023-03-17 16:08:06.365691', '2023-03-17 16:08:06.366350', '2023-03-17 16:08:06.366843', '2023-03-17 16:08:06.367391', '2023-03-17 16:08:06.367760', '2023-03-17 16:08:06.368157', '2023-03-17 16:08:06.369074', '2023-03-17 16:08:06.369466', '2023-03-17 16:08:06.370260', '2023-03-17 16:08:06.370648', '2023-03-17 16:08:06.371226', '2023-03-17 16:08:06.371756', '2023-03-17 16:08:06.372139', '2023-03-17 16:08:06.372539', '2023-03-17 16:08:06.373045', '2023-03-17 16:08:06.373864', '2023-03-17 16:08:06.374317', '2023-03-17 16:08:06.374861', '2023-03-17 16:08:06.375405', '2023-03-17 16:08:06.375617', '2023-03-17 16:08:06.376056', '2023-03-17 16:08:06.376584', '2023-03-17 16:08:06.377104', '2023-03-17 16:08:06.377605', '2023-03-17 16:08:06.378138', '2023-03-17 16:08:06.378595', '2023-03-17 16:08:06.379694', '2023-03-17 16:08:06.381005', '2023-03-17 16:08:06.381461', '2023-03-17 16:08:06.382151', '2023-03-17 16:08:06.383527', '2023-03-17 16:08:06.384053', '2023-03-17 16:08:06.384685', '2023-03-17 16:08:06.385225', '2023-03-17 16:08:06.385405', '2023-03-17 16:08:06.386174', '2023-03-17 16:08:06.386642', '2023-03-17 16:08:06.387467', '2023-03-17 16:08:06.387960', '2023-03-17 16:08:06.388495', '2023-03-17 16:08:06.389179', '2023-03-17 16:08:06.389780', '2023-03-17 16:08:06.390371', '2023-03-17 16:08:06.392081', '2023-03-17 16:08:06.392462', '2023-03-17 16:08:06.392747', '2023-03-17 16:08:06.393159', '2023-03-17 16:08:06.393675', '2023-03-17 16:08:06.394149', '2023-03-17 16:08:06.394649', '2023-03-17 16:08:06.395339', '2023-03-17 16:08:06.395869', '2023-03-17 16:08:06.396688', '2023-03-17 16:08:06.399127', '2023-03-17 16:08:06.399992', '2023-03-17 16:08:06.400437', '2023-03-17 16:08:06.401041', '2023-03-17 16:08:06.404889', '2023-03-17 16:08:06.406679', '2023-03-17 16:08:06.758628', '2023-03-17 16:08:06.769480', '2023-03-17 16:08:06.776154', '2023-03-17 16:08:06.780148', '2023-03-17 16:08:06.786723', '2023-03-17 16:08:06.789333', '2023-03-17 16:08:06.790997', '2023-03-17 16:08:06.802189', '2023-03-17 16:08:07.580497', '2023-03-17 16:08:07.623873', '2023-03-17 16:08:07.704923', '2023-03-17 16:08:07.730003', '2023-03-17 16:08:07.861983', '2023-03-17 16:08:07.903612', '2023-03-17 16:08:08.821702', '2023-03-17 16:08:08.824325', '2023-03-17 16:08:08.827184', '2023-03-17 16:08:08.859799', '2023-03-17 16:08:08.865707', '2023-03-17 16:08:09.017267', '2023-03-17 16:08:09.021025', '2023-03-17 16:08:09.021728', '2023-03-17 16:08:09.023885', '2023-03-17 16:08:09.026613', '2023-03-17 16:08:09.029992', '2023-03-17 16:08:09.033716', '2023-03-17 16:08:09.034722', '2023-03-17 16:08:09.043431', '2023-03-17 16:08:09.047489', '2023-03-17 16:08:09.048330', '2023-03-17 16:08:09.052840', '2023-03-17 16:08:09.058729', '2023-03-17 16:08:09.068887', '2023-03-17 16:08:09.072740', '2023-03-17 16:08:13.713969', '2023-03-17 16:08:27.036765', '2023-03-17 16:08:27.037146', '2023-03-17 16:08:27.092904', '2023-03-17 16:08:27.102380', '2023-03-17 16:08:27.105120', '2023-03-17 16:08:27.106333', '2023-03-17 16:08:27.108310', '2023-03-17 16:08:27.111755', '2023-03-17 16:08:27.112766', '2023-03-17 16:08:33.045471', '2023-03-17 16:08:33.045919', '2023-03-17 16:08:33.047366', '2023-03-17 16:08:33.048025', '2023-03-17 16:08:33.049159', '2023-03-17 16:08:33.115075', '2023-03-17 16:08:33.143698', '2023-03-17 16:08:53.728746']"
